,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hong Kong,Hubei,Hunan,Inner Mongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Macau,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Tibet,Unknown,Xinjiang,Yunnan,Zhejiang
7/9/22,1425,3708,751,3519,691,7566,1649,185,292,2007,2989,3185,1268062,68403,1402,2133,2290,1400,40293,1721,590,122,147,3357,2790,63389,427,2385,2027,1,665622,1008,2180,3168
7/10/22,1434,3710,751,3529,693,7593,1649,185,294,2007,2989,3185,1271054,68403,1402,2136,2294,1400,40293,1723,621,122,148,3359,2792,63406,427,2392,2029,1,665926,1008,2180,3170
7/11/22,1439,3710,752,3535,693,7626,1649,185,303,2007,2989,3194,1273917,68403,1402,2138,2299,1402,40293,1723,642,122,148,3362,2801,63419,427,2394,2033,1,666249,1008,2182,3172
7/12/22,1446,3710,753,3543,701,7651,1649,185,306,2007,2989,3197,1276686,68403,1405,2144,2305,1402,40293,1723,663,122,148,3363,2807,63433,427,2395,2035,1,666554,1008,2184,3173
7/13/22,1446,3710,756,3550,737,7695,1649,185,309,2007,2989,3198,1279840,68403,1405,2145,2308,1408,40293,1723,663,122,148,3364,2807,63444,427,2398,2036,1,666784,1008,2186,3173
7/14/22,1446,3710,759,3563,767,7723,1649,185,316,2007,2989,3199,1283514,68403,1405,2149,2308,1410,40293,1725,696,122,148,3364,2809,63455,427,2401,2038,1,667013,1008,2189,3175
7/15/22,1462,3712,759,3570,798,7748,1649,185,321,2007,2989,3200,1287088,68404,1407,2152,2311,1410,40293,1726,711,122,148,3364,2809,63466,427,2402,2046,1,667417,1008,2190,3186
7/16/22,1467,3714,762,3580,851,7779,1658,186,325,2007,2990,3200,1290850,68405,1408,2152,2313,1412,40293,1728,727,122,148,3364,2811,63474,427,2412,2050,1,667810,1008,2192,3187
7/17/22,1470,3715,762,3584,880,7810,1717,186,326,2007,2990,3203,1294336,68405,1409,2155,2314,1415,40293,1730,742,122,148,3364,2813,63480,427,2426,2052,1,668321,1008,2192,3189
7/18/22,1476,3719,763,3588,912,7824,1852,186,326,2007,2990,3204,1297772,68406,1409,2157,2314,1419,40293,1730,756,122,148,3364,2813,63488,427,2438,2060,1,668698,1008,2196,3190
7/19/22,1480,3722,764,3594,959,7861,1873,186,326,2007,2990,3204,1301028,68406,1409,2157,2315,1424,40293,1731,762,122,148,3365,2814,63495,427,2447,2065,1,669175,1008,2196,3191
7/20/22,1487,3724,764,3606,1008,7890,1927,186,326,2007,2990,3204,1304833,68406,1409,2163,2316,1430,40293,1731,772,122,148,3366,2815,63500,427,2467,2066,1,670004,1008,2202,3191
7/21/22,1495,3727,769,3616,1060,7933,1949,186,326,2007,2990,3204,1309208,68406,1409,2165,2316,1431,40293,1731,781,122,148,3366,2815,63512,427,2481,2068,1,670669,1008,2202,3192
7/22/22,1502,3729,774,3625,1102,7964,1984,186,326,2007,2990,3205,1313478,68406,1409,2166,2316,1433,40293,1731,783,122,148,3367,2816,63518,427,2496,2073,1,671474,1008,2203,3192
7/23/22,1502,3731,777,3631,1128,7988,2007,186,326,2007,2990,3205,1317743,68406,1409,2166,2317,1436,40293,1731,783,122,148,3368,2820,63528,427,2516,2075,1,672090,1008,2205,3194
7/24/22,1504,3736,777,3637,1152,8018,2029,186,326,2007,2990,3207,1321993,68406,1409,2166,2318,1436,40293,1733,785,122,148,3369,2823,63538,427,2556,2077,1,672906,1008,2205,3194
7/25/22,1504,3738,780,3648,1189,8043,2061,186,326,2007,2990,3207,1326123,68407,1409,2166,2318,1436,40293,1734,787,122,148,3370,2826,63544,427,2578,2078,1,673506,1008,2205,3197
7/26/22,1504,3738,783,3658,1204,8064,2094,186,326,2007,2990,3208,1330399,68407,1409,2166,2318,1438,40293,1735,788,122,148,3371,2828,63553,427,2599,2079,1,674288,1008,2205,3197
7/27/22,1504,3738,783,3663,1227,8078,2126,186,326,2007,2990,3216,1334907,68407,1409,2166,2318,1438,40293,1736,788,122,148,3373,2829,63565,427,2618,2079,1,675280,1008,2206,3198
7/28/22,1504,3740,784,3677,1248,8092,2136,186,326,2007,2990,3222,1339793,68407,1409,2166,2319,1438,40293,1736,789,122,148,3375,2841,63570,427,2638,2080,1,675280,1008,2206,3198
7/29/22,1504,3745,784,3690,1267,8099,2151,186,326,2007,2990,3223,1344677,68408,1409,2166,2319,1438,40293,1738,791,122,148,3379,2845,63583,428,2652,2080,1,675703,1008,2207,3198
7/30/22,1504,3749,784,3698,1298,8109,2183,186,326,2007,2991,3224,1349360,68408,1410,2166,2319,1438,40293,1739,791,122,148,3382,2845,63595,428,2663,2081,1,676028,1008,2207,3198
7/31/22,1504,3755,784,3704,1313,8129,2192,186,326,2007,2993,3224,1353994,68408,1410,2167,2319,1438,40293,1740,791,122,148,3383,2850,63601,429,2672,2083,1,676398,1008,2207,3198
8/1/22,1504,3758,785,3719,1323,8159,2201,186,327,2007,2993,3226,1358248,68408,1410,2174,2323,1438,40293,1740,791,122,148,3384,2850,63609,429,2684,2083,1,676684,1009,2210,3198
8/2/22,1504,3764,786,3729,1333,8178,2205,186,339,2007,2997,3226,1362371,68408,1410,2182,2323,1438,40297,1741,791,122,148,3384,2854,63615,429,2689,2085,1,677047,1009,2214,3199
8/3/22,1504,3765,789,3739,1333,8207,2207,186,363,2007,3000,3228,1366918,68408,1410,2194,2324,1438,40297,1743,791,122,148,3384,2857,63623,429,2690,2085,1,677357,1009,2215,3208
8/4/22,1504,3768,792,3757,1333,8222,2223,186,363,2007,3001,3228,1371938,68408,1410,2202,2324,1438,40297,1743,791,122,148,3388,2859,63628,429,2696,2085,1,677681,1009,2216,3221
8/5/22,1504,3773,795,3768,1333,8244,2227,186,490,2007,3002,3228,1376366,68408,1411,2224,2325,1438,40297,1744,791,122,148,3388,2860,63636,429,2701,2086,1,677964,1009,2222,3228
8/6/22,1504,3784,801,3776,1333,8275,2230,187,752,2007,3003,3229,1380968,68408,1412,2236,2328,1438,40297,1744,791,122,148,3388,2864,63639,429,2705,2086,1,678286,1009,2222,3232
8/7/22,1504,3790,802,3785,1333,8330,2236,187,1049,2009,3004,3229,1385242,68409,1415,2248,2330,1438,40297,1744,791,122,148,3388,2864,63646,429,2715,2087,1,678729,1009,2223,3236
8/8/22,1504,3799,804,3795,1333,8371,2239,187,1608,2009,3005,3229,1389282,68409,1415,2264,2331,1438,40299,1745,791,122,148,3388,2864,63648,429,2723,2088,1,678729,1009,2224,3236
8/9/22,1504,3803,806,3806,1333,8430,2241,188,1608,2009,3005,3230,1393327,68410,1415,2291,2331,1438,40299,1746,791,122,148,3388,2870,63668,429,2731,2088,2,678729,1009,2225,3241
8/10/22,1504,3812,808,3821,1334,8482,2245,188,1893,2009,3005,3230,1397920,68410,1416,2298,2331,1442,40299,1748,791,122,148,3390,2874,63682,429,2734,2091,12,680348,1009,2229,3253
8/11/22,1504,3816,809,3832,1335,8523,2246,189,2452,2009,3005,3231,1402296,68410,1416,2307,2331,1442,40300,1749,791,122,148,3393,2878,63692,429,2742,2093,14,680348,1010,2230,3254
8/12/22,1504,3825,813,3841,1335,8548,2247,189,2452,2009,3006,3231,1406735,68410,1416,2312,2332,1451,40300,1750,791,122,150,3394,2885,63701,429,2753,2095,14,681788,1012,2230,3261
8/13/22,1504,3840,816,3855,1335,8575,2248,189,2452,2009,3006,3231,1412043,68411,1416,2320,2332,1461,40301,1750,791,122,151,3398,2889,63709,429,2761,2095,14,684477,1014,2230,3285
8/14/22,1504,3856,818,3866,1335,8602,2248,189,4135,2009,3012,3232,1417022,68411,1416,2324,2333,1462,40304,1752,791,122,154,3402,2895,63721,429,2769,2095,84,686362,1015,2233,3293
8/15/22,1504,3872,818,3888,1335,8614,2249,190,5142,2009,3013,3235,1421918,68411,1416,2326,2334,1463,40304,1753,792,122,156,3406,2902,63731,429,2791,2096,179,686362,1027,2236,3310
8/16/22,1504,3894,818,3901,1335,8637,2249,190,5624,2009,3013,3235,1427080,68411,1416,2326,2338,1463,40308,1761,793,122,158,3412,2907,63738,429,2796,2096,195,689905,1027,2241,3345
8/17/22,1504,3905,819,3928,1335,8650,2250,191,6120,2009,3017,3238,1432837,68411,1417,2331,2339,1464,40309,1761,793,122,161,3448,2909,63745,429,2801,2107,214,692259,1036,2249,3361
8/18/22,1504,3910,828,3950,1335,8665,2251,192,6561,2009,3020,3239,1438891,68411,1417,2335,2340,1465,40309,1761,793,122,162,3500,2911,63752,430,2808,2108,229,695105,1042,2251,3366
8/19/22,1504,3924,835,3963,1335,8683,2251,192,7030,2009,3024,3239,1445336,68411,1417,2336,2342,1466,40309,1766,793,122,162,3533,2914,63761,434,2825,2112,229,697249,1042,2251,3370
8/20/22,1504,3934,837,3971,1336,8701,2251,192,7470,2009,3027,3242,1451725,68413,1420,2340,2342,1466,40309,1772,793,122,166,3554,2916,63769,439,2840,2115,229,698800,1053,2258,3371
8/21/22,1505,3944,848,3985,1339,8727,2252,193,7702,2009,3031,3244,1458238,68414,1422,2343,2344,1467,40309,1775,793,122,166,3570,2916,63776,441,2849,2128,229,698800,1057,2259,3374
8/22/22,1505,3947,872,3994,1339,8751,2252,193,7907,2009,3034,3247,1464855,68418,1424,2345,2344,1468,40309,1777,793,122,168,3583,2918,63789,443,2858,2149,368,701753,1061,2264,3376
8/23/22,1506,3950,894,3998,1342,8781,2252,193,8171,2009,3034,3251,1471509,68420,1424,2346,2344,1470,40309,1778,793,122,171,3598,2918,63795,444,2876,2149,391,703191,1067,2266,3378
8/24/22,1506,3952,921,4008,1342,8801,2252,193,8388,2010,3035,3253,1479393,68421,1424,2349,2346,1471,40309,1780,793,122,174,3614,2919,63798,447,2894,2155,428,704335,1080,2267,3378
8/25/22,1506,3956,929,4021,1342,8823,2253,193,8499,2010,3035,3254,1487972,68421,1424,2353,2346,1472,40309,1784,793,122,177,3630,2921,63803,449,2922,2155,428,705567,1082,2269,3378
8/26/22,1506,3964,941,4031,1343,8844,2253,194,8590,2010,3035,3258,1495807,68422,1428,2361,2348,1473,40309,1787,793,122,179,3635,2922,63809,453,2981,2158,545,705567,1097,2271,3380
8/27/22,1506,3969,954,4041,1343,8876,2253,194,8660,2010,3036,3260,1504264,68422,1429,2367,2348,1473,40309,1793,793,122,179,3648,2923,63817,462,3052,2162,596,705567,1101,2271,3380
8/28/22,1506,3971,964,4048,1345,8898,2253,194,8694,2013,3053,3274,1513972,68422,1434,2367,2349,1473,40309,1797,793,122,179,3656,2925,63825,464,3221,2171,620,708981,1109,2272,3380
8/29/22,1506,3974,975,4053,1345,8933,2253,194,8731,2015,3061,3276,1522460,68422,1437,2375,2351,1473,40309,1799,793,122,181,3664,2933,63827,466,3389,2180,669,710373,1125,2272,3380
8/30/22,1506,3978,982,4065,1346,8968,2254,194,8767,2016,3074,3281,1531308,68423,1437,2382,2352,1473,40309,1804,793,122,190,3669,2934,63832,469,3555,2201,714,711681,1126,2277,3381
8/31/22,1506,3982,990,4075,1347,9021,2254,194,8791,2016,3084,3282,1540803,68424,1437,2396,2354,1474,40310,1813,793,122,194,3674,2939,63839,469,3689,2213,767,713043,1131,2281,3381
9/1/22,1506,3984,998,4092,1347,9092,2254,194,8818,2020,3097,3286,1551389,68424,1437,2398,2355,1474,40312,1818,793,122,199,3682,2943,63847,469,3826,2214,813,714699,1135,2282,3384
9/2/22,1506,3992,1004,4103,1347,9174,2254,198,8858,2022,3164,3300,1561290,68426,1437,2402,2356,1474,40315,1827,793,122,204,3690,2953,63860,469,3958,2219,878,716314,1136,2288,3388
9/3/22,1506,3999,1005,4115,1347,9271,2254,201,8882,2024,3172,3302,1571716,68426,1438,2416,2356,1476,40326,1839,793,122,212,3695,2955,63870,469,4060,2225,929,716314,1136,2290,3390
9/4/22,1506,4002,1005,4124,1347,9354,2254,202,8896,2024,3177,3305,1582399,68426,1440,2430,2358,1480,40326,1852,793,122,216,3699,2960,63875,469,4168,2228,993,719048,1137,2290,3392
9/5/22,1506,4007,1005,4137,1347,9413,2255,202,8926,2027,3185,3305,1592420,68426,1440,2469,2359,1484,40329,1855,793,122,218,3702,2965,63878,469,4237,2229,1045,720325,1141,2292,3392
9/6/22,1506,4025,1006,4144,1347,9474,2255,203,8939,2027,3200,3305,1601793,68426,1441,2527,2361,1486,40329,1857,793,122,219,3703,2979,63890,469,4326,2233,1121,721577,1143,2292,3392
9/7/22,1506,4038,1007,4152,1347,9507,2263,207,8941,2027,3206,3306,1611987,68426,1441,2595,2361,1488,40329,1860,793,122,220,3705,2997,63900,469,4396,2235,1139,722853,1144,2299,3394
9/8/22,1506,4059,1008,4161,1347,9559,2285,213,8942,2027,3220,3307,1623078,68426,1441,2637,2364,1489,40329,1864,793,122,227,3710,3014,63906,469,4455,2237,1159,723991,1147,2304,3394
9/9/22,1506,4077,1010,4168,1348,9608,2297,218,8944,2027,3222,3316,1633154,68427,1442,2670,2366,1489,40329,1867,793,122,230,3712,3027,63913,469,4544,2242,1175,725051,1149,2310,3394
9/10/22,1506,4088,1012,4176,1348,9642,2300,220,8944,2027,3224,3316,1642941,68427,1442,2694,2367,1489,40329,1867,793,122,231,3712,3038,63928,469,4642,2244,1191,726088,1151,2312,3394
9/11/22,1506,4105,1013,4183,1348,9680,2303,221,8944,2027,3227,3316,1651974,68427,1442,2709,2368,1489,40329,1871,793,122,233,3714,3047,63937,469,4726,2259,1201,727138,1155,2313,3394
9/12/22,1506,4117,1014,4195,1350,9699,2305,221,8944,2027,3227,3317,1659912,68427,1443,2717,2369,1491,40329,1876,793,122,233,3714,3054,63951,469,4855,2267,1212,727965,1158,2317,3394
9/13/22,1506,4137,1016,4206,1350,9716,2312,221,8944,2027,3228,3317,1667130,68427,1443,2724,2369,1493,40329,1876,793,122,233,3714,3064,63960,469,4984,2268,1212,728726,1159,2322,3394
9/14/22,1506,4141,1018,4212,1350,9729,2317,229,8944,2027,3228,3317,1674709,68427,1447,2731,2371,1494,40329,1879,793,122,233,3715,3066,63968,469,5072,2269,1229,729488,1161,2330,3394
9/15/22,1506,4146,1021,4227,1350,9744,2321,239,8944,2027,3238,3317,1682896,68427,1449,2735,2371,1495,40329,1880,793,122,233,3719,3068,63980,469,5118,2280,1239,730366,1165,2332,3394
9/16/22,1506,4153,1024,4239,1350,9762,2325,247,8946,2027,3241,3317,1691895,68427,1450,2740,2374,1495,40329,1882,793,122,233,3720,3070,63989,469,5154,2287,1249,731168,1166,2338,3394
9/17/22,1506,4155,1024,4252,1350,9771,2326,247,8951,2027,3242,3317,1700173,68427,1450,2746,2377,1495,40329,1882,793,122,233,3720,3072,64005,469,5185,2290,1255,731721,1168,2341,3395
9/18/22,1506,4160,1026,4262,1350,9783,2328,247,8952,2027,3246,3319,1707495,68427,1450,2748,2378,1495,40329,1883,793,122,233,3721,3078,64016,469,5234,2298,1266,732739,1168,2342,3401
9/19/22,1506,4168,1027,4269,1350,9798,2328,309,8952,2027,3250,3321,1713755,68427,1451,2750,2379,1495,40329,1883,793,122,233,3721,3080,64021,469,5272,2302,1282,733542,1168,2346,3402
9/20/22,1506,4175,1029,4277,1350,9813,2328,350,8954,2027,3260,3322,1719349,68427,1451,2750,2379,1495,40329,1883,793,122,233,3722,3081,64029,469,5303,2305,1295,734137,1168,2352,3403
9/21/22,1506,4181,1029,4281,1350,9827,2328,407,8954,2027,3268,3325,1725036,68427,1451,2755,2380,1495,40329,1883,793,126,233,3724,3082,64038,469,5347,2307,1308,734695,1168,2358,3404
9/22/22,1506,4184,1030,4291,1350,9843,2328,492,8954,2027,3285,3325,1731026,68427,1455,2755,2380,1495,40329,1885,793,126,233,3724,3083,64053,469,5391,2308,1317,735274,1168,2367,3404
9/23/22,1506,4186,1031,4296,1350,9863,2328,524,8955,2027,3307,3325,1736413,68428,1456,2759,2382,1495,40329,1888,793,126,233,3726,3083,64068,469,5443,2314,1328,735975,1169,2374,3404
9/24/22,1506,4193,1032,4304,1350,9881,2329,524,8955,2027,3318,3325,1741603,68428,1456,2765,2383,1495,40329,1888,793,127,233,3727,3084,64077,469,5489,2320,1336,736675,1169,2375,3409
9/25/22,1506,4196,1034,4309,1350,9907,2329,524,8955,2027,3334,3325,1745500,68428,1456,2766,2385,1495,40329,1888,793,130,235,3729,3085,64096,469,5527,2325,1345,737366,1169,2380,3411
9/26/22,1506,4208,1036,4322,1350,9933,2329,524,8955,2027,3355,3326,1749534,68429,1456,2768,2386,1495,40329,1890,793,133,237,3731,3088,64114,469,5589,2332,1356,737964,1170,2389,3413
9/27/22,1506,4210,1039,4341,1350,9952,2329,524,8955,2027,3360,3327,1753201,68429,1456,2768,2392,1495,40329,1891,793,137,239,3739,3090,64128,469,5605,2344,1369,738643,1170,2394,3420
9/28/22,1506,4215,1039,4351,1350,9991,2329,902,8955,2027,3369,3329,1757112,68429,1456,2770,2397,1495,40329,1892,793,139,239,3740,3097,64141,472,5612,2358,1374,739331,1170,2400,3421
9/29/22,1506,4221,1040,4362,1350,10022,2329,919,8955,2029,3384,3330,1761381,68429,1457,2771,2402,1495,40329,1894,793,142,239,3744,3099,64155,475,5624,2371,1380,739932,1170,2406,3421
9/30/22,1506,4227,1043,4372,1350,10055,2329,921,8955,2029,3389,3330,1765404,68429,1457,2790,2411,1495,40329,1894,793,146,239,3746,3106,64176,482,5650,2375,1385,740623,1170,2411,3425
10/1/22,1506,4234,1043,4387,1350,10101,2329,924,8955,2029,3389,3330,1769311,68430,1458,2817,2414,1495,40329,1895,793,152,239,3749,3111,64181,491,5681,2378,1390,741245,1170,2417,3427
10/2/22,1506,4240,1048,4400,1350,10131,2329,927,8955,2029,3389,3330,1772880,68430,1466,2904,2420,1495,40329,1896,793,156,239,3750,3112,64185,494,5735,2379,1396,741761,1170,2423,3428
10/3/22,1507,4250,1049,4412,1350,10177,2329,927,8955,2030,3391,3332,1776409,68430,1472,3057,2432,1495,40329,1896,793,156,239,3752,3115,64185,499,5761,2384,1402,742308,1170,2437,3429
10/4/22,1508,4258,1062,4421,1350,10229,2329,927,8955,2031,3392,3333,1779695,68430,1476,3122,2456,1495,40329,1896,793,156,239,3757,3115,64187,505,5761,2384,1402,743005,1170,2460,3430
10/5/22,1508,4268,1075,4430,1351,10285,2330,928,8957,2031,3397,3336,1783337,68430,1479,3148,2466,1495,40329,1900,793,166,239,3768,3125,64190,513,5833,2392,1411,743799,1170,2471,3430
10/6/22,1509,4278,1101,4448,1351,10353,2330,929,8964,2032,3400,3341,1787655,68430,1485,3163,2472,1495,40329,1903,793,172,239,3773,3129,64192,521,5880,2398,1416,744850,1170,2501,3435
10/7/22,1509,4288,1101,4460,1351,10410,2331,930,8964,2032,3401,3341,1792024,68430,1490,3419,2479,1495,40329,1908,793,176,239,3788,3130,64195,551,5931,2398,1416,746164,1174,2514,3435
10/8/22,1510,4303,1141,4477,1351,10458,2332,932,8974,2032,3403,3349,1796924,68430,1493,3629,2487,1495,40329,1912,793,179,239,3808,3130,64198,571,5958,2403,1424,748728,1227,2530,3439
10/9/22,1510,4321,1151,4497,1351,10516,2332,932,8977,2032,3404,3360,1801814,68430,1497,3752,2491,1495,40329,1916,793,183,239,3817,3133,64201,596,5980,2404,1429,748728,1297,2558,3447
10/10/22,1511,4337,1177,4518,1351,10581,2335,933,8977,2032,3404,3372,1806688,68430,1502,3899,2500,1495,40329,1927,793,193,239,3826,3136,64207,612,6000,2406,1433,750330,1379,2572,3455
10/11/22,1511,4350,1194,4532,1351,10638,2335,935,8979,2033,3410,3385,1811344,68430,1516,3947,2508,1495,40329,1952,793,199,239,3833,3141,64212,690,6018,2408,1438,753387,1443,2576,3458
10/12/22,1512,4364,1210,4552,1351,10691,2335,938,8979,2033,3413,3397,1816132,68430,1518,4002,2517,1495,40329,1984,793,208,239,3833,3141,64217,714,6048,2411,1438,753387,1507,2585,3463
10/13/22,1512,4382,1223,4574,1351,10759,2335,938,8979,2033,3424,3405,1821754,68430,1518,4058,2526,1495,40329,2005,793,212,239,3835,3144,64226,725,6062,2413,1441,754562,1535,2593,3469
10/14/22,1512,4404,1233,4598,1351,10843,2335,939,8979,2033,3449,3415,1826860,68431,1521,4107,2538,1495,40329,2013,793,212,239,3841,3144,64230,752,6082,2419,1443,755660,1572,2596,3476
10/15/22,1513,4432,1240,4620,1351,10896,2335,939,8979,2033,3455,3422,1832284,68431,1522,4120,2543,1495,40329,2014,793,212,239,3852,3146,64231,777,6098,2423,1444,756609,1594,2602,3488
10/16/22,1514,4451,1245,4628,1351,10937,2336,940,8979,2033,3462,3430,1837848,68432,1526,4136,2559,1495,40329,2016,793,212,239,3861,3149,64238,817,6110,2423,1446,757370,1607,2611,3508
10/17/22,1514,4468,1248,4641,1351,10984,2338,940,8979,2033,3466,3436,1843209,68437,1542,4155,2570,1495,40329,2019,793,215,239,3870,3151,64240,863,6122,2426,1448,758021,1615,2620,3516
10/18/22,1514,4505,1249,4658,1351,11046,2340,942,8979,2033,3467,3446,1848163,68437,1549,4181,2573,1495,40329,2019,793,215,239,3891,3152,64241,885,6134,2426,1450,758695,1621,2623,3527
10/19/22,1514,4524,1255,4671,1351,11086,2341,942,8979,2033,3467,3453,1853287,68437,1556,4211,2586,1495,40329,2020,793,215,239,3916,3152,64243,897,6145,2432,1451,759420,1627,2626,3535
10/20/22,1514,4542,1259,4683,1351,11138,2342,942,8979,2033,3467,3462,1858720,68437,1563,4238,2592,1495,40329,2020,793,215,239,3945,3153,64245,905,6159,2438,1451,760147,1634,2631,3541
10/21/22,1514,4567,1266,4700,1351,11174,2346,944,8979,2033,3468,3475,1864113,68437,1572,4272,2598,1495,40329,2020,793,215,239,3958,3157,64248,916,6167,2443,1453,760908,1642,2633,3546
10/22/22,1519,4578,1270,4711,1351,11215,2346,944,8979,2033,3468,3481,1870066,68438,1582,4303,2605,1495,40329,2020,793,215,239,3974,3160,64253,940,6170,2449,1454,761674,1650,2636,3557
10/23/22,1525,4592,1273,4722,1351,11257,2348,945,8979,2033,3468,3489,1875601,68439,1589,4335,2610,1495,40329,2021,793,215,239,3996,3162,64256,976,6173,2454,1455,762443,1660,2639,3560
10/24/22,1527,4611,1274,4736,1351,11302,2348,946,8979,2033,3468,3495,1881007,68439,1600,4357,2612,1495,40329,2021,793,215,239,4013,3164,64258,1046,6181,2461,1456,763286,1669,2642,3564
10/25/22,1530,4637,1281,4757,1351,11353,2348,946,8979,2033,3470,3498,1886228,68439,1608,4392,2617,1495,40329,2021,793,215,241,4025,3166,64265,1046,6183,2468,1457,764288,1678,2649,3566
10/26/22,1533,4652,1294,4804,1351,11373,2348,946,8979,2033,3470,3503,1891631,68439,1621,4423,2632,1495,40329,2021,793,215,248,4038,3170,64271,1188,6189,2470,1459,765343,1689,2649,3568
10/27/22,1535,4663,1300,4830,1351,11411,2348,946,8979,2034,3475,3507,1897693,68439,1645,4461,2644,1495,40329,2021,793,215,254,4051,3170,64275,1188,6211,2472,1460,766350,1701,2655,3569
10/28/22,1535,4663,1300,4830,1351,11411,2348,946,8979,2034,3475,3507,1903349,68439,1645,4461,2644,1495,40329,2021,793,215,254,4051,3172,64275,1214,6211,2472,1460,767577,1701,2655,3569
10/29/22,1537,4688,1319,4853,1355,11488,2348,948,8979,2034,3485,3510,1908732,68439,1665,4484,2665,1495,40329,2021,793,215,255,4062,3175,64281,1268,6241,2479,1461,768825,1731,2659,3570
10/30/22,1537,4705,1330,4908,1359,11585,2348,948,8979,2034,3496,3517,1913942,68439,1670,4505,2692,1495,40329,2027,793,215,257,4087,3179,64282,1305,6276,2480,1461,770478,1760,2665,3570
10/31/22,1537,4723,1352,4931,1362,11884,2348,948,8979,2035,3499,3523,1918708,68439,1682,4529,2716,1495,40329,2032,793,215,262,4096,3180,64286,1321,6284,2483,1461,772829,1790,2669,3571
11/1/22,1538,4756,1362,5026,1365,12133,2348,950,8979,2035,3504,3536,1923126,68439,1697,4544,2734,1495,40329,2034,795,217,264,4107,3187,64291,1338,6297,2485,1461,775052,1813,2673,3571
11/2/22,1538,4823,1385,5155,1365,12383,2348,950,8979,2035,3517,3636,1927835,68440,1712,4763,2748,1495,40329,2037,795,220,275,4132,3192,64303,1362,6318,2488,1461,777434,1868,2678,3573
11/3/22,1539,4861,1429,5209,1373,12591,2348,952,8979,2035,3523,3658,1933080,68441,1712,5002,2754,1495,40329,2040,795,222,276,4143,3198,64306,1390,6340,2488,1461,780133,1868,2684,3574
11/4/22,1539,4902,1469,5271,1373,12819,2348,953,8979,2035,3534,3658,1937596,68441,1722,5080,2760,1495,40329,2043,795,223,276,4161,3208,64312,1481,6361,2492,1461,783345,1910,2703,3575
11/5/22,1539,4951,1509,5295,1379,13092,2348,955,8979,2036,3540,3683,1942707,68441,1769,5124,2763,1496,40329,2046,795,223,276,4171,3223,64315,1516,6370,2492,1461,790260,1933,2714,3576
11/6/22,1539,4995,1551,5306,1381,13326,2348,955,8979,2037,3556,3725,1947695,68442,1779,5183,2766,1497,40329,2047,795,225,284,4179,3229,64317,1538,6392,2492,1461,790260,1933,2725,3577
11/7/22,1539,5031,1640,5321,1391,13657,2348,960,8981,2037,3559,3811,1952893,68442,1795,5342,2768,1500,40329,2049,795,225,286,4192,3235,64320,1571,6421,2494,1461,795270,1995,2732,3578
11/8/22,1539,5069,1797,5336,1401,14265,2348,961,8983,2038,3562,3970,1957542,68444,1803,5477,2772,1501,40329,2049,795,225,290,4205,3241,64323,1640,6464,2504,1462,801917,2029,2748,3586
11/9/22,1539,5107,1797,5354,1401,14779,2348,962,8983,2038,3562,3970,1962610,68444,1803,5586,2775,1501,40329,2055,795,225,291,4218,3247,64326,1675,6514,2504,1463,815954,2029,2764,3590
11/10/22,1540,5171,2034,5372,1423,15348,2348,964,8983,2038,3571,4272,1968307,68445,1816,5686,2775,1505,40329,2061,795,225,291,4224,3247,64328,1675,6562,2506,1463,815954,2061,2764,3590
11/11/22,1553,5241,2201,5389,1426,16117,2349,968,8983,2039,3589,4379,1973906,68446,1831,5776,2786,1505,40329,2068,795,225,299,4240,3260,64331,1803,6616,2519,1464,825178,2116,2790,3613
11/12/22,1556,5403,2360,5404,1442,16859,2350,973,8983,2043,3596,4621,1979629,68446,1838,5890,2793,1506,40329,2075,795,225,312,4257,3271,64334,1803,6661,2519,1470,847765,2150,2831,3625
11/13/22,1556,5643,2360,5435,1442,17585,2350,988,8984,2048,3615,4846,1986204,68446,1843,5971,2817,1506,40329,2078,795,225,320,4274,3276,64339,1877,6738,2524,1470,847765,2150,2866,3659
11/14/22,1559,5945,2512,5448,1455,18190,2350,1001,8984,2054,3620,4995,1992218,68448,1850,6055,2832,1506,40329,2080,795,225,328,4315,3286,64341,1923,6825,2530,1475,861625,2179,2905,3676
11/15/22,1564,6147,2798,5479,1468,18778,2350,1011,8992,2055,3655,5195,1998169,68454,1856,6138,2859,1506,40329,2084,795,225,330,4378,3299,64345,1989,6889,2539,1481,877396,2237,2927,3688
11/16/22,1564,6319,2970,5500,1468,20034,2350,1011,8992,2055,3655,5195,2004825,68454,1856,6246,2859,1506,40329,2086,795,225,330,4485,3299,64353,1989,7014,2543,1481,915345,2237,2977,3688
11/17/22,1565,6420,3165,5500,1475,21392,2350,1042,8999,2055,3666,5332,2012877,68460,1858,6358,2890,1506,40330,2087,795,225,349,4560,3315,64360,2060,7014,2543,1486,915345,2263,3010,3707
11/18/22,1566,6504,3313,5562,1480,22507,2351,1048,9003,2057,3676,5440,2020885,68463,1861,6475,2913,1506,40330,2087,795,225,354,4580,3325,64373,2123,7126,2547,1490,937229,2290,3063,3723
